,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,
"Lesser Goldfinch (<em class=""sci"">Spinus psaltria</em>)",0.208767,0.2035685,0.2096248,0.2246464,0.2424725,0.2618436,0.2752124,0.2672407,0.2805223,0.2978565,0.3150256,0.3234878,0.3375519,0.3459984,0.3501064,0.3505664,0.3457861,0.344824,0.3440343,0.3276829,0.3161543,0.3083528,0.3046228,0.3110374,0.31442,0.304834,0.299643,0.2889664,0.2837263,0.2736411,0.269497,0.2800097,0.2884364,0.2925219,0.3028458,0.3074089,0.2968324,0.2770018,0.271781,0.261044,0.2517805,0.2376659,0.2359854,0.2247813,0.2294051,0.2274206,0.2458832,0.2160266
"Lawrence's Goldfinch (<em class=""sci"">Spinus lawrencei</em>)",0.0023737,0.0019927,0.0028492,0.0033897,0.0048904,0.0062974,0.0076575,0.0102428,0.0125325,0.0162835,0.0192754,0.0239,0.0267252,0.0278663,0.0283198,0.0317835,0.0295771,0.028042,0.0286618,0.0286705,0.0245936,0.024969,0.0227989,0.0212096,0.0176976,0.0153172,0.0130869,0.0096429,0.0077176,0.0060394,0.0048818,0.0037901,0.0048927,0.0061535,0.0074672,0.0093318,0.0094578,0.009404,0.0092071,0.0058918,0.0035835,0.0030746,0.0029115,0.0021508,0.0019526,0.0021893,0.0023868,0.0022093
"American Goldfinch (<em class=""sci"">Spinus tristis</em>)",0.0714191,0.068601,0.0703758,0.0696188,0.073318,0.0786524,0.079676,0.0706928,0.0741677,0.0768747,0.0798839,0.0848173,0.0968554,0.1042275,0.1076766,0.104565,0.0961077,0.0898483,0.09261,0.0866779,0.0805515,0.0785528,0.0747679,0.0759778,0.0788118,0.0785153,0.079018,0.0778989,0.0756301,0.0748702,0.0763875,0.0806577,0.0851059,0.0822407,0.0850636,0.0858326,0.0839608,0.0819092,0.0884546,0.0925055,0.0929587,0.0904589,0.0894117,0.0829318,0.0816181,0.0805201,0.0840014,0.0729579
"new world goldfinch sp. (<em class=""sci"">Spinus sp. (goldfinch sp.)</em>)",8.878E-4,0.0010005,0.0010838,0.0011094,0.0010141,0.0013675,0.0016862,0.0011826,0.0010786,0.0011961,0.0011652,0.0012549,0.0014983,0.001341,0.0014882,0.0012891,0.0010795,0.0011134,0.0011333,9.713E-4,0.0010194,9.401E-4,0.0010104,0.0011063,9.902E-4,0.0011156,9.261E-4,0.0011145,0.0012396,0.0014039,0.0011871,0.0012273,0.0013603,0.0014853,0.0013379,0.0014768,0.0015182,0.0014521,0.0013736,0.0011948,0.0014042,0.0012408,0.0012444,0.0012617,0.0011176,9.193E-4,0.0010587,9.404E-4
"Black Siskin (<em class=""sci"">Spinus atratus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,9.5E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spinus sp. (<em class=""sci"">Spinus sp.</em>)",5.04E-5,6.67E-5,3.28E-5,4.93E-5,2.84E-5,6.97E-5,6.61E-5,5.86E-5,4.11E-5,4.2E-5,6.03E-5,6.31E-5,5.65E-5,8.56E-5,9.63E-5,6.82E-5,7.2E-5,7.77E-5,4.12E-5,7.8E-5,8.58E-5,1.146E-4,7.13E-5,9.97E-5,1.003E-4,3.94E-5,6.71E-5,6.78E-5,1.466E-4,9.27E-5,8.0E-5,3.61E-5,5.49E-5,6.7E-5,4.15E-5,3.93E-5,9.23E-5,3.95E-5,1.395E-4,9.06E-5,5.62E-5,6.59E-5,4.7E-5,6.77E-5,8.6E-5,4.84E-5,3.85E-5,4.51E-5
"Acanthis/Spinus sp. (<em class=""sci"">Acanthis/Spinus sp.</em>)",1.89E-5,1.167E-4,7.39E-5,4.93E-5,4.74E-5,5.23E-5,3.31E-5,2.93E-5,1.03E-5,7.34E-5,2.01E-5,8.41E-5,4.71E-5,1.9E-5,3.5E-5,3.41E-5,5.4E-5,7.77E-5,5.15E-5,2.84E-5,6.44E-5,5.73E-5,2.38E-5,4.98E-5,3.76E-5,6.56E-5,4.03E-5,1.163E-4,5.33E-5,1.987E-4,1.601E-4,8.12E-5,9.87E-5,1.899E-4,8.3E-5,3.93E-5,7.18E-5,8.89E-5,7.51E-5,8.24E-5,2.25E-5,5.49E-5,3.52E-5,1.69E-5,3.68E-5,2.42E-5,3.85E-5,2.58E-5
"finch sp. (<em class=""sci"">Fringillidae sp.</em>)",8.19E-5,1.084E-4,1.232E-4,8.63E-5,5.69E-5,1.219E-4,1.719E-4,1.173E-4,9.25E-5,5.25E-5,9.04E-5,9.82E-5,8.48E-5,9.51E-5,1.576E-4,1.296E-4,1.619E-4,1.122E-4,1.133E-4,1.276E-4,6.44E-5,9.17E-5,1.189E-4,1.694E-4,1.003E-4,1.181E-4,1.879E-4,1.454E-4,1.6E-4,2.649E-4,1.467E-4,1.715E-4,1.207E-4,7.82E-5,1.452E-4,1.728E-4,1.128E-4,2.074E-4,2.897E-4,2.472E-4,6.74E-5,1.647E-4,2.348E-4,1.185E-4,1.105E-4,1.451E-4,9.62E-5,1.095E-4
"Lapland Longspur (<em class=""sci"">Calcarius lapponicus</em>)",7.87E-4,5.586E-4,5.337E-4,6.471E-4,4.454E-4,3.397E-4,1.455E-4,4.203E-4,1.541E-4,2.413E-4,1.205E-4,8.41E-5,2.83E-5,6.66E-5,9.63E-5,6.82E-5,0.0015,6.04E-5,1.03E-5,7.8E-5,1.07E-5,0.0015,1.19E-5,0,0,0,0,0,0,0,0,0,1.1E-5,1.675E-4,4.667E-4,7.698E-4,0.0020208,0.0025584,0.0036914,0.0038812,0.0050552,0.0039421,0.0028763,0.0017613,0.0013263,0.0010523,0.0010683,9.919E-4
"Chestnut-collared Longspur (<em class=""sci"">Calcarius ornatus</em>)",1.7E-4,1.084E-4,1.806E-4,1.602E-4,1.516E-4,1.916E-4,1.719E-4,2.443E-4,1.746E-4,7.34E-5,2.21E-4,9.82E-5,1.131E-4,4.76E-5,8.8E-6,1.36E-5,0,0,0,0,0,0,0,0,0,0,0,0,1.33E-5,0,0,0,0,8.93E-5,4.46E-4,1.1E-4,3.18E-4,5.927E-4,0.0020281,0.0019612,0.0013705,0.0018557,4.461E-4,3.98E-4,2.088E-4,9.68E-5,2.695E-4,2.383E-4
"Smith's Longspur (<em class=""sci"">Calcarius pictus</em>)",1.89E-5,8.3E-6,8.2E-6,2.47E-5,0,1.74E-5,0.0015,0,0,0,0,0,0,0,9.63E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,2.07E-5,7.9E-6,2.05E-5,3.359E-4,0,3.3E-5,1.12E-5,1.1E-5,1.174E-4,0,0,0,9.6E-6,6.4E-6
"Thick-billed Longspur (<em class=""sci"">Rhynchophanes mccownii</em>)",2.015E-4,1.584E-4,4.105E-4,2.095E-4,9.48E-5,1.045E-4,1.256E-4,1.955E-4,1.541E-4,4.2E-5,1.708E-4,8.41E-5,9.42E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-5,5.631E-4,5.365E-4,1.978E-4,5.505E-4,2.196E-4,2.113E-4,1.778E-4,2.211E-4,2.056E-4,2.502E-4,2.448E-4
"longspur sp. (<em class=""sci"">Calcarius/Rhynchophanes sp.</em>)",1.89E-5,1.67E-5,0.0015,1.23E-5,0,1.74E-5,0,1.95E-5,1.03E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-5,0,1.57E-5,1.03E-5,6.91E-5,6.44E-5,6.59E-5,5.62E-5,9.88E-5,3.52E-5,5.08E-5,2.46E-5,1.21E-5,2.89E-5,4.51E-5
"Snow Bunting (<em class=""sci"">Plectrophenax nivalis</em>)",1.7E-4,1.501E-4,2.217E-4,1.418E-4,8.53E-5,5.23E-5,5.29E-5,1.466E-4,2.26E-4,5.25E-5,1.004E-4,1.4E-5,0,0,0,0.0015,1.529E-4,0,0,6.38E-5,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,1.73E-4,7.639E-4,0.001131,0.0030876,0.0019221,8.597E-4,3.629E-4,2.887E-4,4.122E-4
"Little Bunting (<em class=""sci"">Emberiza pusilla</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,1.07E-5,2.47E-5,0,1.1E-5,0,0,0,4.475E-4,4.138E-4,0
"Rustic Bunting (<em class=""sci"">Emberiza rustica</em>)",3.526E-4,2.585E-4,1.806E-4,1.541E-4,1.137E-4,1.916E-4,1.19E-4,1.955E-4,1.233E-4,7.34E-5,1.406E-4,1.402E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,1.1E-5,0.0015,8.5E-6,0.0015,0.0014515,4.042E-4,4.96E-4
"Cassin's Sparrow (<em class=""sci"">Peucaea cassinii</em>)",0,0,0,0,0,0,0,0,0,0,8.337E-4,4.767E-4,7.54E-5,3.8E-5,8.8E-6,1.705E-4,8.1E-5,2.848E-4,1.648E-4,6.522E-4,3.22E-5,9.17E-5,4.75E-5,1.0E-5,0,0,0,0,0,0,0,0,3.29E-5,0,8.3E-5,2.36E-5,1.128E-4,1.778E-4,9.66E-5,4.285E-4,0.0015,0,0,0,4.421E-4,1.331E-4,3.85E-5,5.8E-5
"Grasshopper Sparrow (<em class=""sci"">Ammodramus savannarum</em>)",1.511E-4,4.919E-4,3.12E-4,3.451E-4,1.706E-4,2.961E-4,2.381E-4,4.203E-4,5.65E-4,9.443E-4,0.002491,0.003239,0.0050981,0.0058776,0.0073185,0.0072161,0.0074033,0.0076988,0.0085614,0.0095923,0.0082837,0.0085752,0.0086179,0.0079935,0.0068685,0.0044757,0.0033288,0.001851,9.597E-4,5.033E-4,5.735E-4,6.497E-4,6.034E-4,5.584E-4,8.089E-4,7.698E-4,0.0012309,0.0012348,0.0015023,9.806E-4,5.392E-4,7.577E-4,5.518E-4,3.556E-4,2.825E-4,4.233E-4,4.716E-4,2.512E-4
"Chipping Sparrow (<em class=""sci"">Spizella passerina</em>)",0.0126619,0.0130399,0.0122589,0.0135466,0.0138561,0.01256,0.0124715,0.0138004,0.0147924,0.0158114,0.0180098,0.0221473,0.0285063,0.0319273,0.0347016,0.0338365,0.0300809,0.026031,0.0266322,0.0287697,0.0307956,0.0371096,0.0364806,0.0366882,0.0284389,0.023888,0.0188049,0.0165431,0.0145822,0.0160919,0.0152722,0.0165683,0.0197681,0.0253177,0.028396,0.0362041,0.0376259,0.0329435,0.0292953,0.0232706,0.0191085,0.0161196,0.013771,0.013455,0.013165,0.0141881,0.0162267,0.0144666
"Clay-colored Sparrow (<em class=""sci"">Spizella pallida</em>)",0.0011144,0.0010755,0.0010017,0.0013312,0.0013363,9.842E-4,6.547E-4,5.766E-4,7.807E-4,6.4E-4,5.123E-4,5.539E-4,8.481E-4,5.421E-4,2.626E-4,2.865E-4,3.148E-4,1.554E-4,1.545E-4,1.985E-4,1.073E-4,2.29E-5,1.19E-5,0,2.51E-5,0,1.34E-5,0,6.66E-5,3.97E-5,1.33E-5,2.797E-4,0.0013164,0.0029483,0.0053618,0.0077844,0.0083807,0.0078728,0.0065566,0.0047382,0.0029657,0.0021193,0.0013971,0.0011008,9.579E-4,8.467E-4,6.641E-4,9.662E-4
"Black-chinned Sparrow (<em class=""sci"">Spizella atrogularis</em>)",1.89E-5,1.67E-5,6.57E-5,6.2E-6,0.0015,1.74E-5,1.98E-5,8.8E-5,8.22E-5,1.784E-4,8.236E-4,0.0015634,0.0031475,0.004432,0.0054013,0.0069978,0.0070255,0.0065768,0.0082318,0.0094434,0.0081657,0.0084721,0.0061811,0.0041961,0.0025569,0.0016144,0.0013557,7.85E-4,6.265E-4,7.947E-4,7.603E-4,4.602E-4,3.84E-4,2.01E-4,6.22E-5,1.1E-4,7.18E-5,2.568E-4,6.44E-5,5.77E-5,1.12E-5,4.39E-5,1.17E-5,8.5E-6,3.68E-5,4.84E-5,1.92E-5,3.86E-5
"Field Sparrow (<em class=""sci"">Spizella pusilla</em>)",3.022E-4,3.252E-4,1.642E-4,1.418E-4,8.53E-5,1.307E-4,2.65E-5,6.84E-5,2.05E-5,1.05E-5,1.0E-5,7.0E-6,9.4E-6,2.85E-5,5.25E-5,2.183E-4,7.2E-5,1.73E-5,0,0,0,0,0.0015,0,0,1.31E-5,0,0,0,0,0,0,0,0,0,0,0.0015,9.9E-6,4.29E-5,1.65E-5,1.236E-4,0.0015,2.935E-4,5.673E-4,7.0E-4,4.354E-4,2.406E-4,4.573E-4
"Brewer's Sparrow (<em class=""sci"">Spizella breweri</em>)",0.0015426,0.0017425,0.0018721,0.0014607,0.0015354,0.0017769,0.0019375,0.0027757,0.0031126,0.0035253,0.0051729,0.006485,0.0078781,0.008436,0.0100148,0.0091054,0.0071874,0.0067494,0.0063361,0.0090606,0.0108375,0.0149837,0.0178658,0.0148507,0.0092624,0.0084264,0.0077448,0.0071231,0.0060781,0.0079598,0.0095234,0.0091414,0.0109811,0.012765,0.0122586,0.0113113,0.0083499,0.0054428,0.0043138,0.002983,0.0021232,0.0030856,0.0021132,0.0023032,0.0020755,0.0020441,0.0026659,0.0018808
"Clay-colored/Brewer's Sparrow (<em class=""sci"">Spizella pallida/breweri</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-5,0,0,0,0,0,0,0
"Spizella sp. (<em class=""sci"">Spizella sp.</em>)",1.89E-5,2.5E-5,8.21E-5,3.7E-5,5.69E-5,6.97E-5,4.63E-5,6.84E-5,5.14E-5,5.25E-5,3.01E-5,9.11E-5,8.48E-5,1.236E-4,7.0E-5,9.55E-5,7.2E-5,4.32E-5,4.12E-5,6.38E-5,1.07E-5,3.44E-5,2.38E-5,0,7.52E-5,2.63E-5,2.68E-5,4.85E-5,5.33E-5,1.192E-4,2.134E-4,1.985E-4,3.072E-4,6.589E-4,6.741E-4,7.855E-4,8.924E-4,6.223E-4,6.117E-4,3.461E-4,2.921E-4,1.647E-4,1.291E-4,1.185E-4,6.14E-5,1.21E-4,8.66E-5,7.73E-5
"Black-throated Sparrow (<em class=""sci"">Amphispiza bilineata</em>)",0.0039163,0.0035518,0.0041958,0.0040307,0.0045397,0.0050867,0.005872,0.0070761,0.009687,0.0114153,0.0145043,0.016139,0.0140034,0.0135147,0.0126323,0.0126384,0.0110195,0.0104089,0.0122807,0.0131725,0.009067,0.0087357,0.0077026,0.006638,0.0056151,0.0060639,0.0056643,0.0054078,0.004492,0.0041057,0.0044016,0.0043496,0.0057044,0.0057403,0.0068242,0.0052079,0.0047391,0.0051959,0.0046143,0.0050678,0.0042351,0.0063249,0.0042851,0.0052669,0.0042123,0.0044028,0.0047737,0.0052688
"Lark Sparrow (<em class=""sci"">Chondestes grammacus</em>)",0.0244045,0.0221194,0.0233108,0.0241472,0.0250301,0.0231689,0.0212663,0.0251769,0.0259279,0.0284332,0.0318411,0.0333366,0.0345374,0.0360645,0.036645,0.0368307,0.0329414,0.0310369,0.0305369,0.0301026,0.0261602,0.0262072,0.0243204,0.023781,0.0233252,0.0201341,0.0182545,0.0167369,0.0174746,0.0177606,0.0183533,0.0209811,0.0225874,0.0257533,0.029039,0.0300693,0.0288862,0.0277081,0.02863,0.028841,0.0260509,0.0264305,0.0270254,0.0241073,0.0255932,0.0260901,0.0319144,0.0267111
"Lark Bunting (<em class=""sci"">Calamospiza melanocorys</em>)",2.581E-4,5.419E-4,3.613E-4,4.499E-4,5.687E-4,2.961E-4,4.1E-4,4.203E-4,3.287E-4,3.148E-4,3.114E-4,2.243E-4,1.319E-4,2.378E-4,1.663E-4,1.364E-4,6.3E-5,8.6E-6,2.06E-5,2.13E-5,0.0015,2.29E-5,2.38E-5,1.0E-5,0.0015,0,0,0,4.0E-5,1.457E-4,6.67E-5,3.61E-4,8.666E-4,0.0010386,0.0013482,7.855E-4,5.437E-4,5.235E-4,5.258E-4,9.229E-4,5.842E-4,4.832E-4,3.874E-4,3.726E-4,1.105E-4,3.992E-4,4.235E-4,2.383E-4
"American Tree Sparrow (<em class=""sci"">Spizelloides arborea</em>)",1.952E-4,1.751E-4,9.85E-5,8.01E-5,1.232E-4,6.97E-5,5.29E-5,1.662E-4,1.027E-4,1.049E-4,6.03E-5,0.0015,0.0015,0,0,1.36E-5,0,0,0,0,1.07E-5,0,3.57E-5,9.97E-5,0,0,0,0,0,0,0,0,0.0015,0,0.0015,0,3.08E-5,2.47E-4,9.66E-5,2.802E-4,6.403E-4,5.271E-4,8.688E-4,6.266E-4,2.211E-4,1.21E-4,3.465E-4,3.156E-4
"Spizella sp./American Tree Sparrow (<em class=""sci"">Spizella/Spizelloides sp.</em>)",0,0,0,0,0,0,0,0,1.03E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fox Sparrow (<em class=""sci"">Passerella iliaca</em>)",0.0790692,0.0680007,0.0669354,0.0648485,0.060476,0.0570513,0.0538271,0.0599613,0.0603614,0.0555235,0.0533363,0.049104,0.0424154,0.0324124,0.0222269,0.0136342,0.010003,0.0097098,0.0135273,0.0191491,0.0283492,0.0363071,0.0405577,0.0391002,0.0290155,0.0263424,0.0216102,0.0146339,0.0095304,0.0087677,0.0064423,0.0051077,0.0055399,0.0132452,0.032503,0.0657392,0.0896744,0.0914317,0.0969106,0.0947963,0.089173,0.088109,0.0836591,0.0875975,0.0917866,0.0897127,0.10146,0.0878882
"Dark-eyed Junco (<em class=""sci"">Junco hyemalis</em>)",0.2348086,0.2264466,0.2299387,0.2435549,0.2544236,0.2650663,0.2818582,0.2629989,0.2700648,0.2715531,0.269082,0.2560293,0.2331766,0.217842,0.2007861,0.1979648,0.1993307,0.2085498,0.2182809,0.2294986,0.2449488,0.2451506,0.2511322,0.2498505,0.2366109,0.2210293,0.2043838,0.1871978,0.1694814,0.1653157,0.1603777,0.1605573,0.171605,0.1815126,0.1838481,0.1951597,0.2015469,0.2190272,0.2393201,0.2603931,0.2589252,0.2567943,0.2463048,0.2452814,0.2479,0.2617962,0.2954005,0.253198
"White-crowned Sparrow (<em class=""sci"">Zonotrichia leucophrys</em>)",0.45047,0.4445973,0.4475774,0.4380574,0.4341835,0.4203939,0.4156654,0.418654,0.4193041,0.4195318,0.4292616,0.4377997,0.4424362,0.4025394,0.3031927,0.1553981,0.0821737,0.0650515,0.0640821,0.0603824,0.0604217,0.0616431,0.0654962,0.0665391,0.0694617,0.0681463,0.0680384,0.0627611,0.056476,0.055017,0.0580876,0.0650098,0.0776901,0.1041746,0.1992284,0.3710823,0.4814845,0.5111425,0.5263926,0.5293725,0.5171426,0.5124027,0.50867,0.5030187,0.5072211,0.5030178,0.5049902,0.4833241
"Dark-eyed Junco x White-crowned Sparrow (hybrid) (<em class=""sci"">Junco hyemalis x Zonotrichia leucophrys</em>)",6.3E-6,2.5E-5,0,1.85E-5,9.5E-6,0.0015,0,1.95E-5,1.03E-5,2.1E-5,0,1.4E-5,9.4E-6,9.5E-6,0,6.8E-6,0,0,0,1.42E-5,2.15E-5,0,3.57E-5,0,1.25E-5,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-5,2.89E-5,1.29E-5
"Golden-crowned Sparrow (<em class=""sci"">Zonotrichia atricapilla</em>)",0.2150633,0.2103052,0.2101175,0.2069952,0.2006577,0.1963087,0.1864176,0.1933324,0.1965546,0.1919296,0.1970529,0.1986665,0.2014946,0.2052404,0.180704,0.1008751,0.0301528,0.0072586,0.0019266,5.672E-4,3.434E-4,1.72E-4,9.51E-5,5.98E-5,2.131E-4,7.88E-5,5.37E-5,1.26E-4,2.67E-5,6.62E-5,6.67E-5,9.02E-5,4.169E-4,0.0034956,0.0269026,0.1098299,0.1827237,0.2071142,0.2307139,0.2351613,0.2329641,0.2312752,0.2284718,0.2297349,0.2372648,0.240883,0.261619,0.2315625
"White-crowned x Golden-crowned Sparrow (hybrid) (<em class=""sci"">Zonotrichia leucophrys x atricapilla</em>)",3.15E-5,9.17E-5,4.93E-5,3.7E-5,2.84E-5,8.7E-6,3.97E-5,9.8E-6,2.05E-5,3.15E-5,4.02E-5,2.8E-5,8.48E-5,9.51E-5,1.226E-4,2.05E-5,9.0E-6,8.6E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-5,0,0.0015,0,0.0015,0,2.47E-5,4.49E-5,9.88E-5,7.04E-5,5.08E-5,2.46E-5,0,2.89E-5,9.02E-5
"Harris's Sparrow (<em class=""sci"">Zonotrichia querula</em>)",0.0014796,0.0010589,0.001051,0.0012758,0.0010615,0.0013849,0.0018053,0.0020036,0.0014176,0.0011121,0.0013962,0.0010516,0.0012533,8.369E-4,8.579E-4,5.593E-4,2.429E-4,8.63E-5,2.06E-5,7.1E-6,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,7.9E-6,2.05E-5,7.9E-5,8.58E-5,4.285E-4,0.0014154,8.455E-4,0.0013971,0.0015072,0.0010193,0.0010765,0.0011068,0.0012818
"White-throated Sparrow (<em class=""sci"">Zonotrichia albicollis</em>)",0.0180075,0.0170585,0.0154201,0.0156667,0.0148323,0.0135791,0.0133113,0.013947,0.0134159,0.0123281,0.0120534,0.0124863,0.0124297,0.0136003,0.0120633,0.0072775,0.0029325,0.0010185,5.357E-4,3.687E-4,2.039E-4,1.146E-4,1.783E-4,2.292E-4,7.52E-5,9.19E-5,1.208E-4,2.91E-5,0.0015,7.95E-5,1.33E-5,2.71E-5,1.097E-4,1.452E-4,3.111E-4,0.0022073,0.0064214,0.0099473,0.0143579,0.0189856,0.0204228,0.0209951,0.0212024,0.0204916,0.0226949,0.0212761,0.0240417,0.0197869
"White-crowned x White-throated Sparrow (hybrid) (<em class=""sci"">Zonotrichia leucophrys x albicollis</em>)",2.52E-5,8.3E-6,0,6.2E-6,9.5E-6,0,0,0,0,0,0,0,0,9.5E-6,0.0015,6.8E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,1.03E-5,1.98E-5,0,2.47E-5,0,1.1E-5,0,8.5E-6,1.23E-5,0,0,1.29E-5
"Golden-crowned x White-throated Sparrow (hybrid) (<em class=""sci"">Zonotrichia atricapilla x albicollis</em>)",1.26E-5,8.3E-6,1.64E-5,0,0,0,0,0,0,0,0,0,0,0,8.8E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-5,1.69E-5,1.23E-5,0,9.6E-6,0
"Dark-eyed Junco x White-throated Sparrow (hybrid) (<em class=""sci"">Junco hyemalis x Zonotrichia albicollis</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23E-5,0,0,0
"White-crowned/White-throated Sparrow (<em class=""sci"">Zonotrichia leucophrys/albicollis</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-5,0,0.0015
"Zonotrichia sp. (<em class=""sci"">Zonotrichia sp.</em>)",0.0026067,0.0025513,0.0021677,0.0024036,0.0021135,0.0017072,0.0016003,0.001984,0.0017874,0.0019305,0.0017176,0.0016405,0.0012062,0.0011888,8.667E-4,5.388E-4,1.709E-4,9.49E-5,4.12E-5,4.25E-5,3.22E-5,1.15E-5,0,0,0,2.63E-5,0,9.7E-6,1.33E-5,2.65E-5,2.67E-5,2.71E-5,6.58E-5,1.117E-4,4.46E-4,0.0010683,0.0017438,0.0016892,0.0021998,0.0027687,0.0029657,0.0030087,0.0032402,0.0030314,0.0032544,0.0032779,0.0033685,0.0026408
"Sagebrush Sparrow (<em class=""sci"">Artemisiospiza nevadensis</em>)",5.982E-4,7.087E-4,5.501E-4,3.76E-4,3.886E-4,2.961E-4,2.777E-4,3.225E-4,4.314E-4,4.302E-4,7.634E-4,6.52E-4,7.633E-4,8.465E-4,5.428E-4,6.548E-4,4.678E-4,7.682E-4,5.563E-4,0.0011698,0.0016524,0.0025565,0.0027934,0.0022426,0.001316,0.0015094,0.0013825,0.0014149,9.597E-4,0.0015231,0.0012538,0.0010739,0.0010092,9.381E-4,9.541E-4,8.169E-4,5.642E-4,4.741E-4,4.292E-4,4.779E-4,3.707E-4,5.82E-4,7.161E-4,6.774E-4,7.983E-4,7.136E-4,5.582E-4,5.733E-4
"Bell's Sparrow (<em class=""sci"">Artemisiospiza belli</em>)",0.0033308,0.0035351,0.0042615,0.0035376,0.0040469,0.0032053,0.0033791,0.006519,0.0056704,0.0058126,0.0059263,0.0069548,0.0076237,0.0088164,0.0096559,0.0117176,0.0123148,0.0113152,0.0124764,0.0131442,0.0113096,0.008793,0.0080117,0.0072758,0.0062794,0.0064445,0.0066307,0.0070941,0.0069712,0.0080526,0.0084964,0.0090963,0.0073829,0.00851,0.0080065,0.0066768,0.0060932,0.0052354,0.0049684,0.0043014,0.0038419,0.0048974,0.0049191,0.004056,0.0042369,0.0045358,0.0047063,0.0038389
"Sagebrush/Bell's Sparrow (Sage Sparrow) (<em class=""sci"">Artemisiospiza nevadensis/belli</em>)",0.0022037,0.0018593,0.0016832,0.0020647,0.0020945,0.001594,0.0011771,0.0017593,0.0014998,0.0014584,0.0011752,0.0015915,5.466E-4,6.848E-4,5.778E-4,5.456E-4,4.228E-4,4.747E-4,4.739E-4,9.429E-4,9.013E-4,9.171E-4,4.16E-4,8.372E-4,1.88E-4,1.838E-4,1.879E-4,2.132E-4,2.533E-4,3.046E-4,3.868E-4,4.061E-4,0.0026328,0.0027808,0.0028728,0.0027022,0.0026055,0.0024695,0.0023715,0.0026451,0.0027186,0.002284,0.0025006,0.0028282,0.0031316,0.0027457,0.0033012,0.0021642
"Vesper Sparrow (<em class=""sci"">Pooecetes gramineus</em>)",0.0043256,0.0044105,0.004516,0.0039074,0.0044923,0.0039718,0.0029559,0.003841,0.0034208,0.0033364,0.0035457,0.0035966,0.0027046,0.002197,0.0018646,0.0017392,0.0016822,0.0018557,0.0019987,0.0027082,0.0035946,0.0058124,0.0057175,0.0048838,0.0027449,0.0027694,0.0028187,0.0022484,0.0017595,0.0023178,0.0023875,0.0025268,0.0033568,0.0063434,0.0082969,0.011115,0.0103092,0.0084655,0.0072433,0.0062214,0.0061224,0.0057209,0.0063396,0.0048181,0.0043474,0.0048624,0.0061403,0.0042897
"LeConte's Sparrow (<em class=""sci"">Ammospiza leconteii</em>)",1.763E-4,1.251E-4,1.64E-5,2.47E-5,2.84E-5,2.61E-5,0.0015,0.0015,0,0,0,0,0,0,4.727E-4,0,0,0,1.03E-5,2.13E-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,7.9E-6,5.13E-5,1.087E-4,2.361E-4,4.45E-4,2.25E-5,4.39E-5,8.22E-5,9.568E-4,1.719E-4,1.693E-4,6.74E-5,3.349E-4
